request_id,source_location_id,destination_location_id,category,urgency,time_submitted,deadline,status,requiredResourceType,peopleAffected,priorityScore,description,dataNote
128,1,14,ACCESS_CONTROL,2,2026-08-06T23:58:00Z,2026-08-07T03:10:00Z,COMPLETED,PATROL_OFFICER,1,39,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
129,4,18,SUSPICIOUS_ACTIVITY,4,2026-08-05T21:01:00Z,2026-08-05T21:31:00Z,ASSIGNED,PATROL_OFFICER,1,72,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
130,4,40,MEDICAL_EMERGENCY,5,2026-08-02T12:37:00Z,2026-08-02T12:47:00Z,PENDING,AMBULANCE,5,100,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
131,44,36,THEFT_REPORT,2,2026-08-04T05:43:00Z,2026-08-04T10:10:00Z,PENDING,INVESTIGATION_TEAM,1,39,Synthetic theft report request for project testing,Synthetic fictional request; not a report of a real incident
132,30,22,SECURITY_ESCORT,4,2026-08-04T15:26:00Z,2026-08-04T15:58:00Z,COMPLETED,PATROL_OFFICER,1,77,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
133,44,30,ROAD_OBSTRUCTION,3,2026-08-06T23:49:00Z,2026-08-07T00:34:00Z,COMPLETED,PATROL_VEHICLE,1,56,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
134,44,29,WELFARE_CHECK,4,2026-08-03T06:25:00Z,2026-08-03T06:47:00Z,IN_PROGRESS,PATROL_OFFICER,1,74,Synthetic welfare check request for project testing,Synthetic fictional request; not a report of a real incident
135,44,22,ROAD_OBSTRUCTION,2,2026-08-05T15:11:00Z,2026-08-05T19:41:00Z,PENDING,PATROL_VEHICLE,1,39,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
136,4,43,WELFARE_CHECK,3,2026-08-06T03:58:00Z,2026-08-06T04:59:00Z,PENDING,PATROL_OFFICER,1,59,Synthetic welfare check request for project testing,Synthetic fictional request; not a report of a real incident
137,30,5,SUSPICIOUS_ACTIVITY,4,2026-08-02T10:05:00Z,2026-08-02T10:25:00Z,PENDING,PATROL_OFFICER,1,80,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
138,1,31,ACCESS_CONTROL,2,2026-08-01T14:34:00Z,2026-08-01T17:23:00Z,COMPLETED,PATROL_OFFICER,1,39,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
139,3,21,NIGHT_PATROL_REQUEST,2,2026-08-02T19:48:00Z,2026-08-03T01:33:00Z,ASSIGNED,MOTORCYCLE_PATROL,1,39,Synthetic night patrol request for project testing,Synthetic fictional request; not a report of a real incident
140,3,21,ROAD_OBSTRUCTION,3,2026-08-06T01:38:00Z,2026-08-06T02:32:00Z,COMPLETED,PATROL_VEHICLE,1,62,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
141,44,20,FIRE_ALARM,5,2026-08-02T15:33:00Z,2026-08-02T15:51:00Z,ASSIGNED,FIRE_RESPONSE_UNIT,21,100,Synthetic fire alarm request for project testing,Synthetic fictional request; not a report of a real incident
142,1,32,SECURITY_ESCORT,3,2026-08-04T10:52:00Z,2026-08-04T11:53:00Z,IN_PROGRESS,PATROL_OFFICER,1,57,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
143,30,11,SUSPICIOUS_ACTIVITY,5,2026-08-04T20:23:00Z,2026-08-04T20:41:00Z,ASSIGNED,PATROL_OFFICER,1,94,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
144,45,14,SECURITY_ESCORT,4,2026-08-05T21:07:00Z,2026-08-05T21:51:00Z,PENDING,PATROL_OFFICER,1,73,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
145,45,37,SUSPICIOUS_ACTIVITY,4,2026-08-03T10:39:00Z,2026-08-03T11:03:00Z,CANCELLED,PATROL_OFFICER,1,76,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
146,25,11,ACCESS_CONTROL,2,2026-08-06T13:31:00Z,2026-08-06T18:07:00Z,COMPLETED,PATROL_OFFICER,1,39,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
147,45,22,SUSPICIOUS_ACTIVITY,4,2026-08-06T10:42:00Z,2026-08-06T11:22:00Z,COMPLETED,PATROL_OFFICER,1,78,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
148,30,38,SUSPICIOUS_ACTIVITY,3,2026-08-01T22:47:00Z,2026-08-02T00:39:00Z,COMPLETED,PATROL_OFFICER,1,55,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
149,4,20,WELFARE_CHECK,3,2026-08-06T23:54:00Z,2026-08-07T01:06:00Z,COMPLETED,PATROL_OFFICER,1,58,Synthetic welfare check request for project testing,Synthetic fictional request; not a report of a real incident
150,3,34,SECURITY_ESCORT,2,2026-08-03T18:49:00Z,2026-08-04T00:19:00Z,CANCELLED,PATROL_OFFICER,1,40,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
151,1,3,NIGHT_PATROL_REQUEST,2,2026-08-04T16:40:00Z,2026-08-04T21:54:00Z,IN_PROGRESS,MOTORCYCLE_PATROL,1,36,Synthetic night patrol request for project testing,Synthetic fictional request; not a report of a real incident
152,25,7,MEDICAL_EMERGENCY,5,2026-08-06T18:29:00Z,2026-08-06T18:47:00Z,COMPLETED,AMBULANCE,4,98,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
153,1,25,MEDICAL_EMERGENCY,5,2026-08-01T20:35:00Z,2026-08-01T20:46:00Z,PENDING,AMBULANCE,1,100,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
154,45,16,EMERGENCY_TRANSPORT,3,2026-08-06T16:43:00Z,2026-08-06T18:39:00Z,COMPLETED,RAPID_RESPONSE_TEAM,1,54,Synthetic emergency transport request for project testing,Synthetic fictional request; not a report of a real incident
155,25,16,SUSPICIOUS_ACTIVITY,4,2026-08-02T19:56:00Z,2026-08-02T20:32:00Z,IN_PROGRESS,PATROL_OFFICER,1,79,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
156,4,12,ROAD_OBSTRUCTION,3,2026-08-05T06:49:00Z,2026-08-05T08:02:00Z,PENDING,PATROL_VEHICLE,1,60,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
157,3,32,ROAD_OBSTRUCTION,3,2026-08-03T13:29:00Z,2026-08-03T14:37:00Z,COMPLETED,PATROL_VEHICLE,1,54,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
158,44,36,SECURITY_ESCORT,4,2026-08-02T03:11:00Z,2026-08-02T03:49:00Z,COMPLETED,PATROL_OFFICER,1,75,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
159,45,22,WELFARE_CHECK,3,2026-08-03T06:23:00Z,2026-08-03T08:15:00Z,PENDING,PATROL_OFFICER,1,56,Synthetic welfare check request for project testing,Synthetic fictional request; not a report of a real incident
160,4,14,EMERGENCY_TRANSPORT,4,2026-08-04T01:36:00Z,2026-08-04T02:14:00Z,PENDING,RAPID_RESPONSE_TEAM,5,78,Synthetic emergency transport request for project testing,Synthetic fictional request; not a report of a real incident
161,44,23,NIGHT_PATROL_REQUEST,1,2026-08-05T09:37:00Z,2026-08-05T19:40:00Z,ASSIGNED,MOTORCYCLE_PATROL,1,20,Synthetic night patrol request for project testing,Synthetic fictional request; not a report of a real incident
162,30,36,MEDICAL_EMERGENCY,5,2026-08-07T02:47:00Z,2026-08-07T02:57:00Z,IN_PROGRESS,AMBULANCE,3,100,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
163,45,25,ROAD_OBSTRUCTION,3,2026-08-05T20:45:00Z,2026-08-05T21:39:00Z,COMPLETED,PATROL_VEHICLE,1,56,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
164,44,24,MEDICAL_EMERGENCY,5,2026-08-06T11:22:00Z,2026-08-06T11:41:00Z,PENDING,AMBULANCE,5,100,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
165,44,22,MEDICAL_EMERGENCY,5,2026-08-03T21:22:00Z,2026-08-03T21:33:00Z,ASSIGNED,AMBULANCE,4,100,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
166,1,18,CCTV_FAULT,2,2026-08-04T20:19:00Z,2026-08-04T23:30:00Z,ASSIGNED,CCTV_TECHNICIAN,1,39,Synthetic cctv fault request for project testing,Synthetic fictional request; not a report of a real incident
167,25,32,THEFT_REPORT,4,2026-08-04T20:20:00Z,2026-08-04T21:01:00Z,ASSIGNED,INVESTIGATION_TEAM,1,78,Synthetic theft report request for project testing,Synthetic fictional request; not a report of a real incident
168,44,15,ACCESS_CONTROL,2,2026-08-04T02:32:00Z,2026-08-04T06:48:00Z,COMPLETED,PATROL_OFFICER,1,42,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
169,30,26,SUSPICIOUS_ACTIVITY,5,2026-08-06T10:52:00Z,2026-08-06T11:09:00Z,COMPLETED,PATROL_OFFICER,1,97,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
170,3,20,ACCESS_CONTROL,1,2026-08-01T07:28:00Z,2026-08-01T15:33:00Z,PENDING,PATROL_OFFICER,1,21,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
171,25,50,MEDICAL_EMERGENCY,5,2026-08-02T19:15:00Z,2026-08-02T19:32:00Z,ASSIGNED,AMBULANCE,1,100,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
172,45,28,SUSPICIOUS_ACTIVITY,3,2026-08-04T04:25:00Z,2026-08-04T06:09:00Z,IN_PROGRESS,PATROL_OFFICER,1,56,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
173,3,12,EMERGENCY_TRANSPORT,5,2026-08-06T23:16:00Z,2026-08-06T23:27:00Z,IN_PROGRESS,RAPID_RESPONSE_TEAM,4,90,Synthetic emergency transport request for project testing,Synthetic fictional request; not a report of a real incident
174,1,21,CROWD_CONTROL,4,2026-08-02T12:32:00Z,2026-08-02T13:10:00Z,COMPLETED,CROWD_CONTROL_TEAM,21,79,Synthetic crowd control request for project testing,Synthetic fictional request; not a report of a real incident
175,4,6,ACCESS_CONTROL,1,2026-08-05T22:17:00Z,2026-08-06T07:21:00Z,PENDING,PATROL_OFFICER,1,25,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
176,25,43,WELFARE_CHECK,3,2026-08-07T03:39:00Z,2026-08-07T05:35:00Z,COMPLETED,PATROL_OFFICER,1,57,Synthetic welfare check request for project testing,Synthetic fictional request; not a report of a real incident
177,30,25,SUSPICIOUS_ACTIVITY,4,2026-08-05T23:41:00Z,2026-08-06T00:06:00Z,PENDING,PATROL_OFFICER,1,80,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
178,4,44,ACCESS_CONTROL,2,2026-08-06T08:33:00Z,2026-08-06T12:04:00Z,IN_PROGRESS,PATROL_OFFICER,1,41,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
179,30,25,ROAD_OBSTRUCTION,2,2026-08-05T05:46:00Z,2026-08-05T08:02:00Z,PENDING,PATROL_VEHICLE,1,38,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
180,3,27,THEFT_REPORT,3,2026-08-02T16:12:00Z,2026-08-02T17:10:00Z,CANCELLED,INVESTIGATION_TEAM,1,57,Synthetic theft report request for project testing,Synthetic fictional request; not a report of a real incident
181,3,19,SECURITY_ESCORT,3,2026-08-03T17:17:00Z,2026-08-03T18:58:00Z,PENDING,PATROL_OFFICER,1,62,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
182,44,26,ROAD_OBSTRUCTION,3,2026-08-06T11:22:00Z,2026-08-06T12:10:00Z,COMPLETED,PATROL_VEHICLE,1,60,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
183,44,29,CCTV_FAULT,2,2026-08-04T17:22:00Z,2026-08-04T19:39:00Z,PENDING,CCTV_TECHNICIAN,1,44,Synthetic cctv fault request for project testing,Synthetic fictional request; not a report of a real incident
184,30,18,WELFARE_CHECK,3,2026-08-06T04:57:00Z,2026-08-06T06:17:00Z,PENDING,PATROL_OFFICER,1,62,Synthetic welfare check request for project testing,Synthetic fictional request; not a report of a real incident
185,4,39,ACCESS_CONTROL,2,2026-08-05T18:57:00Z,2026-08-06T00:55:00Z,ASSIGNED,PATROL_OFFICER,1,42,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
186,4,39,SECURITY_ESCORT,3,2026-08-01T21:10:00Z,2026-08-01T22:09:00Z,COMPLETED,PATROL_OFFICER,1,58,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
187,4,15,SUSPICIOUS_ACTIVITY,5,2026-08-02T17:25:00Z,2026-08-02T17:34:00Z,IN_PROGRESS,PATROL_OFFICER,1,95,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
188,1,31,SECURITY_ESCORT,3,2026-08-04T06:24:00Z,2026-08-04T07:29:00Z,ASSIGNED,PATROL_OFFICER,1,56,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
189,3,24,NIGHT_PATROL_REQUEST,3,2026-08-06T14:32:00Z,2026-08-06T16:14:00Z,ASSIGNED,MOTORCYCLE_PATROL,1,56,Synthetic night patrol request for project testing,Synthetic fictional request; not a report of a real incident
190,4,23,ROAD_OBSTRUCTION,4,2026-08-06T18:40:00Z,2026-08-06T19:12:00Z,PENDING,PATROL_VEHICLE,1,80,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
191,3,39,ACCESS_CONTROL,2,2026-08-02T01:02:00Z,2026-08-02T04:50:00Z,COMPLETED,PATROL_OFFICER,1,40,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
192,44,24,NIGHT_PATROL_REQUEST,2,2026-08-05T01:55:00Z,2026-08-05T06:32:00Z,PENDING,MOTORCYCLE_PATROL,1,36,Synthetic night patrol request for project testing,Synthetic fictional request; not a report of a real incident
193,4,3,SECURITY_ESCORT,4,2026-08-02T07:58:00Z,2026-08-02T08:22:00Z,PENDING,PATROL_OFFICER,1,74,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
194,25,6,MEDICAL_EMERGENCY,5,2026-08-01T16:43:00Z,2026-08-01T16:51:00Z,PENDING,AMBULANCE,5,100,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
195,30,25,ROAD_OBSTRUCTION,3,2026-08-01T23:28:00Z,2026-08-02T01:27:00Z,COMPLETED,PATROL_VEHICLE,1,59,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
196,44,23,SUSPICIOUS_ACTIVITY,4,2026-08-06T16:06:00Z,2026-08-06T16:44:00Z,COMPLETED,PATROL_OFFICER,1,78,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
197,25,48,SUSPICIOUS_ACTIVITY,5,2026-08-01T13:17:00Z,2026-08-01T13:26:00Z,PENDING,PATROL_OFFICER,1,97,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
198,3,22,SECURITY_ESCORT,3,2026-08-06T05:29:00Z,2026-08-06T06:47:00Z,PENDING,PATROL_OFFICER,1,60,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
199,25,22,SUSPICIOUS_ACTIVITY,3,2026-08-05T05:06:00Z,2026-08-05T06:51:00Z,IN_PROGRESS,PATROL_OFFICER,1,56,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
200,30,22,SECURITY_ESCORT,3,2026-08-02T03:59:00Z,2026-08-02T05:39:00Z,ASSIGNED,PATROL_OFFICER,1,54,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
201,25,13,MEDICAL_EMERGENCY,5,2026-08-04T20:57:00Z,2026-08-04T21:08:00Z,COMPLETED,AMBULANCE,4,98,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
202,3,18,SUSPICIOUS_ACTIVITY,4,2026-08-05T17:20:00Z,2026-08-05T17:42:00Z,ASSIGNED,PATROL_OFFICER,1,74,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
203,1,32,THEFT_REPORT,4,2026-08-02T09:28:00Z,2026-08-02T10:08:00Z,COMPLETED,INVESTIGATION_TEAM,1,80,Synthetic theft report request for project testing,Synthetic fictional request; not a report of a real incident
204,44,12,THEFT_REPORT,3,2026-08-03T02:01:00Z,2026-08-03T03:09:00Z,COMPLETED,INVESTIGATION_TEAM,1,62,Synthetic theft report request for project testing,Synthetic fictional request; not a report of a real incident
205,30,20,WELFARE_CHECK,3,2026-08-06T12:50:00Z,2026-08-06T13:36:00Z,PENDING,PATROL_OFFICER,1,59,Synthetic welfare check request for project testing,Synthetic fictional request; not a report of a real incident
206,25,15,ROAD_OBSTRUCTION,3,2026-08-05T11:54:00Z,2026-08-05T12:57:00Z,PENDING,PATROL_VEHICLE,1,58,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
207,25,26,SECURITY_ESCORT,3,2026-08-04T22:46:00Z,2026-08-05T00:41:00Z,COMPLETED,PATROL_OFFICER,1,58,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
208,1,49,EMERGENCY_TRANSPORT,4,2026-08-06T01:28:00Z,2026-08-06T02:11:00Z,ASSIGNED,RAPID_RESPONSE_TEAM,3,74,Synthetic emergency transport request for project testing,Synthetic fictional request; not a report of a real incident
209,25,19,ACCESS_CONTROL,1,2026-08-06T17:35:00Z,2026-08-07T02:41:00Z,COMPLETED,PATROL_OFFICER,1,24,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
210,30,14,SUSPICIOUS_ACTIVITY,3,2026-08-01T23:59:00Z,2026-08-02T01:42:00Z,COMPLETED,PATROL_OFFICER,1,54,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
211,44,25,THEFT_REPORT,2,2026-08-04T17:50:00Z,2026-08-04T22:34:00Z,PENDING,INVESTIGATION_TEAM,1,40,Synthetic theft report request for project testing,Synthetic fictional request; not a report of a real incident
212,30,31,SUSPICIOUS_ACTIVITY,3,2026-08-04T04:55:00Z,2026-08-04T06:07:00Z,ASSIGNED,PATROL_OFFICER,1,61,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
213,30,12,SUSPICIOUS_ACTIVITY,3,2026-08-01T20:47:00Z,2026-08-01T22:10:00Z,IN_PROGRESS,PATROL_OFFICER,1,55,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
214,45,30,CROWD_CONTROL,4,2026-08-04T22:04:00Z,2026-08-04T22:48:00Z,PENDING,CROWD_CONTROL_TEAM,15,78,Synthetic crowd control request for project testing,Synthetic fictional request; not a report of a real incident
215,1,39,MEDICAL_EMERGENCY,4,2026-08-07T05:37:00Z,2026-08-07T06:08:00Z,ASSIGNED,AMBULANCE,4,82,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
216,44,31,SUSPICIOUS_ACTIVITY,3,2026-08-01T22:33:00Z,2026-08-01T23:30:00Z,PENDING,PATROL_OFFICER,1,62,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
217,4,12,WELFARE_CHECK,3,2026-08-06T04:50:00Z,2026-08-06T06:49:00Z,PENDING,PATROL_OFFICER,1,56,Synthetic welfare check request for project testing,Synthetic fictional request; not a report of a real incident
218,3,22,MEDICAL_EMERGENCY,4,2026-08-04T12:57:00Z,2026-08-04T13:21:00Z,PENDING,AMBULANCE,5,87,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
219,30,19,MEDICAL_EMERGENCY,5,2026-08-04T04:43:00Z,2026-08-04T04:59:00Z,PENDING,AMBULANCE,1,100,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
220,25,28,EMERGENCY_TRANSPORT,4,2026-08-05T02:28:00Z,2026-08-05T03:01:00Z,COMPLETED,RAPID_RESPONSE_TEAM,3,72,Synthetic emergency transport request for project testing,Synthetic fictional request; not a report of a real incident
221,3,24,MEDICAL_EMERGENCY,5,2026-08-04T04:04:00Z,2026-08-04T04:13:00Z,PENDING,AMBULANCE,2,100,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
222,3,29,NIGHT_PATROL_REQUEST,3,2026-08-03T15:34:00Z,2026-08-03T17:27:00Z,IN_PROGRESS,MOTORCYCLE_PATROL,1,59,Synthetic night patrol request for project testing,Synthetic fictional request; not a report of a real incident
223,44,33,ROAD_OBSTRUCTION,4,2026-08-06T05:53:00Z,2026-08-06T06:37:00Z,COMPLETED,PATROL_VEHICLE,1,74,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
224,25,12,SUSPICIOUS_ACTIVITY,4,2026-08-05T00:45:00Z,2026-08-05T01:28:00Z,PENDING,PATROL_OFFICER,1,74,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
225,3,18,ACCESS_CONTROL,2,2026-08-03T10:03:00Z,2026-08-03T15:24:00Z,COMPLETED,PATROL_OFFICER,1,44,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
226,4,24,SUSPICIOUS_ACTIVITY,3,2026-08-03T20:07:00Z,2026-08-03T21:18:00Z,ASSIGNED,PATROL_OFFICER,1,60,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
227,45,35,NIGHT_PATROL_REQUEST,2,2026-08-06T23:18:00Z,2026-08-07T01:59:00Z,PENDING,MOTORCYCLE_PATROL,1,42,Synthetic night patrol request for project testing,Synthetic fictional request; not a report of a real incident
228,4,13,CROWD_CONTROL,4,2026-08-05T06:28:00Z,2026-08-05T06:55:00Z,COMPLETED,CROWD_CONTROL_TEAM,26,80,Synthetic crowd control request for project testing,Synthetic fictional request; not a report of a real incident
229,25,31,SECURITY_ESCORT,3,2026-08-03T01:49:00Z,2026-08-03T03:04:00Z,COMPLETED,PATROL_OFFICER,1,55,Synthetic security escort request for project testing,Synthetic fictional request; not a report of a real incident
230,3,30,ACCESS_CONTROL,2,2026-08-06T19:12:00Z,2026-08-06T21:55:00Z,ASSIGNED,PATROL_OFFICER,1,40,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
231,4,47,WELFARE_CHECK,3,2026-08-03T17:22:00Z,2026-08-03T18:09:00Z,COMPLETED,PATROL_OFFICER,1,55,Synthetic welfare check request for project testing,Synthetic fictional request; not a report of a real incident
232,44,47,ACCESS_CONTROL,1,2026-08-06T11:35:00Z,2026-08-06T19:58:00Z,IN_PROGRESS,PATROL_OFFICER,1,24,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
233,30,18,SUSPICIOUS_ACTIVITY,3,2026-08-05T09:00:00Z,2026-08-05T10:58:00Z,PENDING,PATROL_OFFICER,1,54,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
234,4,50,THEFT_REPORT,3,2026-08-04T11:13:00Z,2026-08-04T12:39:00Z,ASSIGNED,INVESTIGATION_TEAM,1,62,Synthetic theft report request for project testing,Synthetic fictional request; not a report of a real incident
235,3,18,CROWD_CONTROL,4,2026-08-04T18:28:00Z,2026-08-04T19:09:00Z,COMPLETED,CROWD_CONTROL_TEAM,11,74,Synthetic crowd control request for project testing,Synthetic fictional request; not a report of a real incident
236,4,19,SUSPICIOUS_ACTIVITY,5,2026-08-02T18:31:00Z,2026-08-02T18:42:00Z,PENDING,PATROL_OFFICER,1,92,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
237,44,10,EMERGENCY_TRANSPORT,4,2026-08-05T10:20:00Z,2026-08-05T10:49:00Z,ASSIGNED,RAPID_RESPONSE_TEAM,5,73,Synthetic emergency transport request for project testing,Synthetic fictional request; not a report of a real incident
238,45,20,CROWD_CONTROL,4,2026-08-01T22:22:00Z,2026-08-01T22:49:00Z,CANCELLED,CROWD_CONTROL_TEAM,41,78,Synthetic crowd control request for project testing,Synthetic fictional request; not a report of a real incident
239,4,18,SUSPICIOUS_ACTIVITY,3,2026-08-04T06:12:00Z,2026-08-04T07:15:00Z,ASSIGNED,PATROL_OFFICER,1,57,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
240,30,49,WELFARE_CHECK,3,2026-08-01T06:08:00Z,2026-08-01T07:57:00Z,PENDING,PATROL_OFFICER,1,61,Synthetic welfare check request for project testing,Synthetic fictional request; not a report of a real incident
241,30,40,ROAD_OBSTRUCTION,4,2026-08-05T03:18:00Z,2026-08-05T03:50:00Z,COMPLETED,PATROL_VEHICLE,1,80,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
242,4,21,MEDICAL_EMERGENCY,4,2026-08-02T18:12:00Z,2026-08-02T18:56:00Z,CANCELLED,AMBULANCE,4,84,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
243,25,19,EMERGENCY_TRANSPORT,5,2026-08-05T21:20:00Z,2026-08-05T21:34:00Z,ASSIGNED,RAPID_RESPONSE_TEAM,5,96,Synthetic emergency transport request for project testing,Synthetic fictional request; not a report of a real incident
244,25,13,CCTV_FAULT,2,2026-08-06T06:33:00Z,2026-08-06T10:36:00Z,COMPLETED,CCTV_TECHNICIAN,1,42,Synthetic cctv fault request for project testing,Synthetic fictional request; not a report of a real incident
245,45,5,ACCESS_CONTROL,3,2026-08-04T20:32:00Z,2026-08-04T21:49:00Z,PENDING,PATROL_OFFICER,1,62,Synthetic access control request for project testing,Synthetic fictional request; not a report of a real incident
246,1,33,SUSPICIOUS_ACTIVITY,5,2026-08-03T03:14:00Z,2026-08-03T03:25:00Z,PENDING,PATROL_OFFICER,1,94,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
247,4,6,MEDICAL_EMERGENCY,4,2026-08-06T10:26:00Z,2026-08-06T11:05:00Z,COMPLETED,AMBULANCE,2,88,Synthetic medical emergency request for project testing,Synthetic fictional request; not a report of a real incident
248,25,30,EMERGENCY_TRANSPORT,4,2026-08-02T15:04:00Z,2026-08-02T15:31:00Z,PENDING,RAPID_RESPONSE_TEAM,3,75,Synthetic emergency transport request for project testing,Synthetic fictional request; not a report of a real incident
249,3,14,SUSPICIOUS_ACTIVITY,3,2026-08-02T19:05:00Z,2026-08-02T20:00:00Z,PENDING,PATROL_OFFICER,1,62,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
250,25,23,ROAD_OBSTRUCTION,3,2026-08-01T10:18:00Z,2026-08-01T11:31:00Z,IN_PROGRESS,PATROL_VEHICLE,1,58,Synthetic road obstruction request for project testing,Synthetic fictional request; not a report of a real incident
251,4,14,EMERGENCY_TRANSPORT,4,2026-08-06T20:15:00Z,2026-08-06T20:45:00Z,ASSIGNED,RAPID_RESPONSE_TEAM,3,74,Synthetic emergency transport request for project testing,Synthetic fictional request; not a report of a real incident
252,44,14,SUSPICIOUS_ACTIVITY,4,2026-08-03T23:55:00Z,2026-08-04T00:20:00Z,COMPLETED,PATROL_OFFICER,1,77,Synthetic suspicious activity request for project testing,Synthetic fictional request; not a report of a real incident
253,3,15,NIGHT_PATROL_REQUEST,2,2026-08-02T11:02:00Z,2026-08-02T15:39:00Z,ASSIGNED,MOTORCYCLE_PATROL,1,40,Synthetic night patrol request for project testing,Synthetic fictional request; not a report of a real incident
254,44,1,NIGHT_PATROL_REQUEST,3,2026-08-01T06:14:00Z,2026-08-01T07:29:00Z,ASSIGNED,MOTORCYCLE_PATROL,1,55,Synthetic night patrol request for project testing,Synthetic fictional request; not a report of a real incident
